boardCode,academicYear,classLevel,subjectName,subjectStableKey,defaultSelected,optional,verificationStatus,chapterSequence,chapterName,chapterStableKey,topicSequence,topicName,topicStableKey
CBSE,2026-27,1,English,cbse-2026-27-c1-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Early Writing,c1-1-ch3,3,Copying simple sentences,c1-1-ch3-t3
CBSE,2026-27,1,English,cbse-2026-27-c1-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Early Writing,c1-1-ch3,4,Writing from pictures,c1-1-ch3-t4
CBSE,2026-27,1,English,cbse-2026-27-c1-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Vocabulary and Grammar,c1-1-ch4,1,Naming words,c1-1-ch4-t1
CBSE,2026-27,1,English,cbse-2026-27-c1-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Vocabulary and Grammar,c1-1-ch4,2,Action words,c1-1-ch4-t2
CBSE,2026-27,1,English,cbse-2026-27-c1-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Vocabulary and Grammar,c1-1-ch4,3,One and many,c1-1-ch4-t3
CBSE,2026-27,1,English,cbse-2026-27-c1-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Vocabulary and Grammar,c1-1-ch4,4,Use of a and an,c1-1-ch4-t4
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,सुनना और बोलना,c1-2-ch1,1,अभिवादन और परिचय,c1-2-ch1-t1
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,सुनना और बोलना,c1-2-ch1,2,सरल निर्देश समझना,c1-2-ch1-t2
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,सुनना और बोलना,c1-2-ch1,3,कविता और तुक,c1-2-ch1-t3
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,सुनना और बोलना,c1-2-ch1,4,चित्र देखकर बोलना,c1-2-ch1-t4
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,प्रारंभिक पठन,c1-2-ch2,1,वर्ण पहचान,c1-2-ch2-t1
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,प्रारंभिक पठन,c1-2-ch2,2,मात्राएँ,c1-2-ch2-t2
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,प्रारंभिक पठन,c1-2-ch2,3,सरल शब्द,c1-2-ch2-t3
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,प्रारंभिक पठन,c1-2-ch2,4,छोटे वाक्य,c1-2-ch2-t4
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,प्रारंभिक लेखन,c1-2-ch3,1,वर्ण लेखन,c1-2-ch3-t1
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,प्रारंभिक लेखन,c1-2-ch3,2,शब्द निर्माण,c1-2-ch3-t2
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,प्रारंभिक लेखन,c1-2-ch3,3,वाक्य नकल,c1-2-ch3-t3
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,प्रारंभिक लेखन,c1-2-ch3,4,चित्र वर्णन,c1-2-ch3-t4
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,भाषा ज्ञान,c1-2-ch4,1,नाम वाले शब्द,c1-2-ch4-t1
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,भाषा ज्ञान,c1-2-ch4,2,काम वाले शब्द,c1-2-ch4-t2
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,भाषा ज्ञान,c1-2-ch4,3,एक और अनेक,c1-2-ch4-t3
CBSE,2026-27,1,Hindi,cbse-2026-27-c1-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,भाषा ज्ञान,c1-2-ch4,4,लिंग की पहचान,c1-2-ch4-t4
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c1-3-ch1,1,Counting,c1-3-ch1-t1
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c1-3-ch1,2,Number names,c1-3-ch1-t2
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c1-3-ch1,3,Comparing numbers,c1-3-ch1-t3
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c1-3-ch1,4,"Before, after and between",c1-3-ch1-t4
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c1-3-ch1,5,Place value,c1-3-ch1-t5
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c1-3-ch2,1,Addition using objects,c1-3-ch2-t1
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c1-3-ch2,2,Number bonds,c1-3-ch2-t2
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c1-3-ch2,3,Subtraction as taking away,c1-3-ch2-t3
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c1-3-ch2,4,Mental calculations,c1-3-ch2-t4
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c1-3-ch2,5,Simple word problems,c1-3-ch2-t5
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c1-3-ch3,1,2D shapes,c1-3-ch3-t1
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c1-3-ch3,2,3D objects,c1-3-ch3-t2
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c1-3-ch3,3,Position and direction,c1-3-ch3-t3
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c1-3-ch3,4,Patterns,c1-3-ch3-t4
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c1-3-ch3,5,Symmetry awareness,c1-3-ch3-t5
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c1-3-ch4,1,Length comparison,c1-3-ch4-t1
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c1-3-ch4,2,Weight comparison,c1-3-ch4-t2
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c1-3-ch4,3,Capacity comparison,c1-3-ch4-t3
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c1-3-ch4,4,Time and calendar,c1-3-ch4-t4
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c1-3-ch4,5,Money awareness,c1-3-ch4-t5
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Data and Patterns,c1-3-ch5,1,Sorting and classification,c1-3-ch5-t1
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Data and Patterns,c1-3-ch5,2,Pictographs,c1-3-ch5-t2
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Data and Patterns,c1-3-ch5,3,Repeating patterns,c1-3-ch5-t3
CBSE,2026-27,1,Mathematics,cbse-2026-27-c1-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Data and Patterns,c1-3-ch5,4,Growing patterns,c1-3-ch5-t4
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Myself and My Family,c1-4-ch1,1,Body parts and senses,c1-4-ch1-t1
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Myself and My Family,c1-4-ch1,2,Family members,c1-4-ch1-t2
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Myself and My Family,c1-4-ch1,3,Healthy habits,c1-4-ch1-t3
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Myself and My Family,c1-4-ch1,4,Feelings and safety,c1-4-ch1-t4
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Food and Water,c1-4-ch2,1,Sources of food,c1-4-ch2-t1
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Food and Water,c1-4-ch2,2,Healthy food,c1-4-ch2-t2
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Food and Water,c1-4-ch2,3,Need for water,c1-4-ch2-t3
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Food and Water,c1-4-ch2,4,Saving water,c1-4-ch2-t4
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Plants and Animals,c1-4-ch3,1,Common plants,c1-4-ch3-t1
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Plants and Animals,c1-4-ch3,2,Parts of a plant,c1-4-ch3-t2
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Plants and Animals,c1-4-ch3,3,Domestic and wild animals,c1-4-ch3-t3
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Plants and Animals,c1-4-ch3,4,Care for living things,c1-4-ch3-t4
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Home, School and Neighbourhood",c1-4-ch4,1,Types of homes,c1-4-ch4-t1
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Home, School and Neighbourhood",c1-4-ch4,2,People at school,c1-4-ch4-t2
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Home, School and Neighbourhood",c1-4-ch4,3,Community helpers,c1-4-ch4-t3
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Home, School and Neighbourhood",c1-4-ch4,4,Safe travel,c1-4-ch4-t4
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Weather and Environment,c1-4-ch5,1,Seasons,c1-4-ch5-t1
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Weather and Environment,c1-4-ch5,2,Clothes and weather,c1-4-ch5-t2
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Weather and Environment,c1-4-ch5,3,Clean surroundings,c1-4-ch5-t3
CBSE,2026-27,1,Environmental Studies,cbse-2026-27-c1-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Weather and Environment,c1-4-ch5,4,Waste segregation awareness,c1-4-ch5-t4
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Listening and Speaking,c2-1-ch1,1,Greetings and introductions,c2-1-ch1-t1
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Listening and Speaking,c2-1-ch1,2,Following simple instructions,c2-1-ch1-t2
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Listening and Speaking,c2-1-ch1,3,Rhymes and sound patterns,c2-1-ch1-t3
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Listening and Speaking,c2-1-ch1,4,Talking about family and surroundings,c2-1-ch1-t4
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Early Reading,c2-1-ch2,1,Letter-sound relationships,c2-1-ch2-t1
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Early Reading,c2-1-ch2,2,Sight words,c2-1-ch2-t2
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Early Reading,c2-1-ch2,3,Picture reading,c2-1-ch2-t3
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Early Reading,c2-1-ch2,4,Reading short sentences,c2-1-ch2-t4
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Early Writing,c2-1-ch3,1,Letter formation,c2-1-ch3-t1
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Early Writing,c2-1-ch3,2,Word building,c2-1-ch3-t2
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Early Writing,c2-1-ch3,3,Copying simple sentences,c2-1-ch3-t3
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Early Writing,c2-1-ch3,4,Writing from pictures,c2-1-ch3-t4
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Vocabulary and Grammar,c2-1-ch4,1,Naming words,c2-1-ch4-t1
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Vocabulary and Grammar,c2-1-ch4,2,Action words,c2-1-ch4-t2
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Vocabulary and Grammar,c2-1-ch4,3,One and many,c2-1-ch4-t3
CBSE,2026-27,2,English,cbse-2026-27-c2-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Vocabulary and Grammar,c2-1-ch4,4,Use of a and an,c2-1-ch4-t4
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,सुनना और बोलना,c2-2-ch1,1,अभिवादन और परिचय,c2-2-ch1-t1
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,सुनना और बोलना,c2-2-ch1,2,सरल निर्देश समझना,c2-2-ch1-t2
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,सुनना और बोलना,c2-2-ch1,3,कविता और तुक,c2-2-ch1-t3
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,सुनना और बोलना,c2-2-ch1,4,चित्र देखकर बोलना,c2-2-ch1-t4
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,प्रारंभिक पठन,c2-2-ch2,1,वर्ण पहचान,c2-2-ch2-t1
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,प्रारंभिक पठन,c2-2-ch2,2,मात्राएँ,c2-2-ch2-t2
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,प्रारंभिक पठन,c2-2-ch2,3,सरल शब्द,c2-2-ch2-t3
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,प्रारंभिक पठन,c2-2-ch2,4,छोटे वाक्य,c2-2-ch2-t4
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,प्रारंभिक लेखन,c2-2-ch3,1,वर्ण लेखन,c2-2-ch3-t1
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,प्रारंभिक लेखन,c2-2-ch3,2,शब्द निर्माण,c2-2-ch3-t2
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,प्रारंभिक लेखन,c2-2-ch3,3,वाक्य नकल,c2-2-ch3-t3
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,प्रारंभिक लेखन,c2-2-ch3,4,चित्र वर्णन,c2-2-ch3-t4
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,भाषा ज्ञान,c2-2-ch4,1,नाम वाले शब्द,c2-2-ch4-t1
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,भाषा ज्ञान,c2-2-ch4,2,काम वाले शब्द,c2-2-ch4-t2
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,भाषा ज्ञान,c2-2-ch4,3,एक और अनेक,c2-2-ch4-t3
CBSE,2026-27,2,Hindi,cbse-2026-27-c2-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,भाषा ज्ञान,c2-2-ch4,4,लिंग की पहचान,c2-2-ch4-t4
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c2-3-ch1,1,Counting,c2-3-ch1-t1
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c2-3-ch1,2,Number names,c2-3-ch1-t2
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c2-3-ch1,3,Comparing numbers,c2-3-ch1-t3
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c2-3-ch1,4,"Before, after and between",c2-3-ch1-t4
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers,c2-3-ch1,5,Place value,c2-3-ch1-t5
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c2-3-ch2,1,Addition using objects,c2-3-ch2-t1
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c2-3-ch2,2,Number bonds,c2-3-ch2-t2
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c2-3-ch2,3,Subtraction as taking away,c2-3-ch2-t3
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c2-3-ch2,4,Mental calculations,c2-3-ch2-t4
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Addition and Subtraction,c2-3-ch2,5,Simple word problems,c2-3-ch2-t5
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c2-3-ch3,1,2D shapes,c2-3-ch3-t1
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c2-3-ch3,2,3D objects,c2-3-ch3-t2
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c2-3-ch3,3,Position and direction,c2-3-ch3-t3
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c2-3-ch3,4,Patterns,c2-3-ch3-t4
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Shapes and Space,c2-3-ch3,5,Symmetry awareness,c2-3-ch3-t5
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c2-3-ch4,1,Length comparison,c2-3-ch4-t1
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c2-3-ch4,2,Weight comparison,c2-3-ch4-t2
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c2-3-ch4,3,Capacity comparison,c2-3-ch4-t3
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c2-3-ch4,4,Time and calendar,c2-3-ch4-t4
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Measurement,c2-3-ch4,5,Money awareness,c2-3-ch4-t5
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Data and Patterns,c2-3-ch5,1,Sorting and classification,c2-3-ch5-t1
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Data and Patterns,c2-3-ch5,2,Pictographs,c2-3-ch5-t2
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Data and Patterns,c2-3-ch5,3,Repeating patterns,c2-3-ch5-t3
CBSE,2026-27,2,Mathematics,cbse-2026-27-c2-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Data and Patterns,c2-3-ch5,4,Growing patterns,c2-3-ch5-t4
CBSE,2026-27,2,Environmental Studies,cbse-2026-27-c2-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Myself and My Family,c2-4-ch1,1,Body parts and senses,c2-4-ch1-t1
CBSE,2026-27,2,Environmental Studies,cbse-2026-27-c2-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Myself and My Family,c2-4-ch1,2,Family members,c2-4-ch1-t2
CBSE,2026-27,2,Environmental Studies,cbse-2026-27-c2-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Myself and My Family,c2-4-ch1,3,Healthy habits,c2-4-ch1-t3
